char_ngram,count
参。,1
参い,3
参か,9
参さ,2
参し,30
参じ,2
参す,14
参だ,13
参っ,82
参つ,2
参で,5
参と,3
参な,1
参ね,1
参の,3
参は,6
参よ,2
参ら,2
参り,76
参る,7
参れ,6
参を,3
参上,9
参不,1
参与,11106
参东,3
参了,2
参予,4
参事,9
参于,1
参什,1
参众,4
参会,8
参保,10
参党,1
参入,8
参公,1
参兵,1
参军,24
参列,20
参加,8965
参半,31
参呢,1
参和,1
参团,2
参天,2
参孙,1
参宿,1
参展,3
参差,30
参引,8
参怀,1
参战,29
参戦,15
参拜,5
参拝,1
参政,65
参数,220
参次,2
参比,6
参浪,1
参演,5
参照,1069
参画,1
参看,248
参考,919
参者,11
参股,4
参裘,1
参観,4
参见,230
参观,156
参謀,18
参議,1
参训,3
参议,311
参详,1
参谋,150
参赌,1
参赛,36
参赞,32
参较,5
参选,48
参透,1
参連,1
参道,1
参量,1
参金,2
参闽,1
参阅,150
参院,5
参预,2
参,3
参,1
参！,1
参，,1
参？,2
參加,67
參坳,2
參坻,2
參差,2
參戰,5
參扂,1
參拜,1
參演,1
參考,1
參與,14
參見,1
參觀,6
參謀,4
參議,6
參賽,3
參軍,4
又 ,12
"又""",1
又.,6
又1,1
又2,1
又7,1
又?,1
又j,1
又”,2
又　,2
又、,7
又あ,3
又い,1
又お,1
又く,1
又し,2
又そ,3
又ぞ,1
又で,1
又に,2
又は,32
又も,1
又や,3
又ア,2
又ゼ,1
又ソ,1
又一,382
又七,1
又三,4
又上,12
又下,9
又不,518
又与,21
又丑,5
又专,5
又丢,3
又严,10
又中,1
又为,35
又主,1
又举,7
又久,1
又乐,1
又乘,1
又买,3
又乱,2
又了,2
又予,1
又争,1
又事,2
又于,19
又互,2
又五,2
又交,1
又亮,3
又亲,1
又人,1
又什,4
又介,2
又从,7
又仔,1
又仕,2
又他,3
又付,1
又代,1
又令,4
又以,20
又任,6
又企,1
又休,2
又优,1
又会,96
又传,1
又伪,1
又估,2
又低,2
又体,2
又何,11
又作,14
又你,1
又使,34
又來,12
又例,2
又依,4
又侮,2
又便,2
又促,11
又保,10
又信,1
又倒,1
又倔,1
又借,4
又值,2
又倾,1
又偏,1
又做,15
又停,3
又健,4
又偷,2
又像,10
又允,1
又充,8
又先,3
又光,1
又入,1
又全,2
又兩,1
又公,2
又关,14
又兴,2
又兵,3
又其,1
又具,10
又兼,1
又再,35
又冒,3
又写,1
又冲,2
又决,185
又冷,17
又冻,1
又准,4
又减,8
又几,8
又凭,2
又出,46
又分,12
又切,1
又列,8
又刚,1
又创,2
又利,3
又到,8
又制,7
又刺,1
又前,2
又剥,2
又力,1
又加,31
又务,1
又动,1
又努,1
又劳,1
又包,16
又十,3
又升,4
又协,2
又单,1
又卖,2
又占,3
又卡,1
又印,1
又危,5
又卷,1
又厚,2
又去,19
又参,6
又及,2
又反,10
又发,49
又取,11
又受,12
又变,16
又古,1
又另,3
又只,1
又叫,4
又召,1
又可,81
又吁,39
又吃,5
又各,3
又合,2
又同,23
又名,13
又后,2
又吐,1
又向,24
又吞,1
又否,2
又含,2
又听,17
又吸,2
又呆,1
又呈,1
又告,5
又呼,18
又命,2
又咋,1
又和,20
又咬,1
又咸,2
又响,3
又哑,3
又哭,2
又唔,1
又唱,1
又商,1
又啞,1
又善,2
又喜,4
又喝,10
又單,1
又嗑,1
又嚴,1
又回,495
又因,30
又困,3
又固,2
又圆,1
又在,148
又坏,4
又坐,1
又坚,5
又埋,1
又塞,1
又填,1
又增,31
又壮,2
又声,1
又处,1
又复,13
又外,1
又多,19
又够,1
又大,16
又太,4
又失,11
又夺,2
又奇,2
又奉,4
又好,20
又如,58
又妨,2
又委,1
又嫌,1
又嫩,1
又存,6
又孤,2
又学,5
又它,1
又安,5
又完,3
又定,2
又宝,1
又实,9
又审,23
又宣,7
又害,5
又家,1
又容,1
又宽,1
又寂,1
又寄,1
又富,5
又寒,1
又寧,1
又寫,1
又对,45
又导,14
又将,44
又尊,4
又對,3
又小,6
又少,15
又尚,1
又尝,1
又就,3
又尴,1
又尿,1
又居,1
又属,1
又履,1
又崎,1
又左,1
又差,5
又已,1
又帅,4
又希,6
又带,11
又帮,5
又帶,1
又常,2
又干,8
又平,2
又年,4
又并,1
又幽,3
又广,1
又应,12
又延,11
又建,41
又开,56
又异,1
又弃,1
又弄,3
又引,7
又弥,1
又強,2
又强,101
又归,2
又当,5
又形,2
又影,3
又往,2
又征,1
又很,19
又得,48
又復,1
又微,1
又心,1
又必,10
又忆,17
又忘,8
又忙,1
又忠,10
又快,5
又念,9
又忽,1
又怎,182
又怕,9
又思,1
又急,5
又性,3
又怪,1
又总,1
又恐,1
又恢,11
又恨,4
又恪,1
又恰,2
又恶,1
又悔,2
又悲,2
又惊,3
又惦,1
又惨,1
又惯,1
又想,33
又惹,3
又意,20
又愚,2
又愛,1
又感,6
又愤,1
又愿,1
又慎,1
又慢,2
又憎,1
又憑,1
又憔,1
又懒,1
又懷,1
又成,20
又戒,1
又或,25
又戴,2
又扑,2
又打,20
又扣,1
又执,1
又扩,4
又扭,1
又批,1
又找,13
又承,7
又把,29
又抑,1
又投,1
又抖,1
又折,3
又抛,1
又抢,2
又报,2
又抽,2
又担,3
又拉,2
又拍,1
又拒,6
又拗,1
又招,2
又拥,2
又拧,1
又拿,5
又持,2
又挂,1
又指,31
又按,5
又挑,1
又挖,2
又挠,1
又挣,1
又振,1
又捍,1
又捐,2
又损,3
又据,7
又掀,2
又授,5
又掉,2
又掌,1
又掛,1
又接,8
又推,8
又提,51
又搞,4
又搬,3
又搶,2
又摆,1
又摇,1
又摔,1
又摧,1
又摸,1
又撒,1
又撞,1
又撤,4
又撥,1
又撰,1
又撵,1
又支,6
又收,10
又改,6
又攻,1
又放,7
又故,1
又敏,1
又救,2
又敦,34
又数,1
又敲,2
又整,2
又断,2
又斯,1
又新,3
又方,1
又无,37
又日,1
又旧,1
又早,1
又昂,2
又明,5
又昏,1
又易,2
又是,378
又显,4
又晕,2
又暂,1
又暖,2
又暗,2
又暴,2
又更,6
又曾,1
又替,3
又最,2
又會,5
又有,326
又望,1
又朝,1
又期,1
又未,7
又杀,8
又来,93
又松,1
又极,3
又构,3
又查,2
又核,9
又根,9
又桃,1
又梦,3
又检,1
又樂,1
又欠,1
又欢,117
又欣,13
又正,4
又歧,1
又死,1
又残,1
又殖,1
又毁,2
又比,6
又毫,2
又气,1
又氣,1
又水,1
又汇,1
又沉,1
又沒,7
又没,140
又泡,1
又注,195
又洗,1
又活,4
又派,2
又流,4
又浪,3
又涉,5
又涨,2
又深,24
又添,4
又清,1
又温,4
又渴,1
又湿,6
又源,1
又滑,3
又滚,1
又满,13
又滥,1
又漂,6
又漏,1
又潮,4
又激,1
又濕,2
又灵,3
又炮,1
又点,1
又為,2
又烦,1
又烧,1
又烫,3
又热,4
又無,7
又熄,2
又熨,1
又熬,1
又熱,1
又爆,3
又爬,1
又爱,10
又牛,1
又牵,1
又特,5
又犯,10
又狂,1
又狠,1
又独,2
又狭,1
又玩,1
又现,1
又理,1
又甚,2
又甜,1
又生,3
又用,5
又甩,1
又由,8
又申,9
又畏,2
又留,2
又略,1
又疯,1
又疼,2
又病,3
又痛,2
又瘦,1
又登,2
又發,2
又白,4
又盲,1
又直,1
又相,11
又省,3
又看,13
又真,4
又着,24
又睡,4
又睿,1
又瞎,5
又瞭,1
又知,7
又短,1
又砍,2
又研,1
又破,6
又硬,1
又确,48
又碰,4
又礼,1
又神,2
又禁,3
又离,3
又私,1
又秘,2
又积,4
又称,27
又移,4
又稠,3
又稳,1
又穿,1
又突,5
又窄,1
又立,3
又站,4
又符,4
又笨,3
又第,2
又等,1
又筹,1
又签,10
又简,5
又算,1
又粗,1
又糊,2
又系,2
又紅,1
又素,2
又紧,3
又累,7
又結,1
又給,3
又繁,1
又繼,1
又纠,1
又红,2
又纯,1
又细,1
又经,8
又结,2
又绕,1
又给,23
又绝,1
又继,12
又维,3
又编,2
又缺,8
又罚,1
又罪,1
又美,6
又羞,1
又翻,4
又老,9
又考,19
又耍,2
又耐,2
又耗,1
又聋,5
又联,3
又聚,2
又聪,4
又聰,1
又聾,1
又肥,5
又肯,1
又背,2
又胖,5
又能,98
又脆,3
又脏,2
又脱,1
又腐,2
又自,8
又臭,3
又至,1
又與,1
又舊,1
又舒,2
又色,1
又节,1
又花,4
又英,2
又荒,1
又获,6
又萌,1
又落,5
又蠢,3
又血,1
又行,1
又补,4
又表,43
又被,64
又袭,1
又装,1
又裝,1
又裸,1
又要,143
又覆,1
又見,3
又见,153
又规,7
又觉,7
又解,1
又触,3
又言,1
又詢,1
又誘,1
又說,13
又譬,1
又變,3
又讓,1
又订,1
又认,106
又讨,1
又让,20
又记,2
又设,5
又证,2
又试,2
又该,10
又详,3
又说,70
又请,261
又读,1
又谁,1
又调,1
又谈,2
又谨,1
又谴,6
又賞,1
又賦,1
又贏,2
又负,3
又责,2
又贬,1
又贴,2
又贵,1
又费,1
又赋,1
又赔,1
又赚,1
又赞,31
又赢,1
又走,9
又起,4
又超,4
又越,1
又趋,1
又足,1
又趾,1
又跌,3
又跑,8
又跟,10
又跳,5
又踢,1
又踩,1
又軟,1
又轉,1
又转,9
又轮,1
又软,2
又轻,2
又较,2
又辉,1
又输,5
又辜,1
又达,2
又迅,1
又过,8
又迈,9
又运,1
又近,1
又返,3
又还,3
又这,8
又进,35
又远,3
又违,2
又连,2
又迟,2
又迷,5
又追,2
又退,2
又送,4
又适,4
又逃,3
又选,3
又透,4
又逐,2
又递,1
又通,22
又造,11
又連,1
又逮,3
又遇,2
又違,1
又遗,1
又遛,1
又遭,12
又遲,1
又遵,7
又避,3
又邀,11
又邁,1
又那,4
又邪,1
又都,10
又酌,1
又酗,1
又酬,1
又酷,1
又采,5
又重,227
又鉴,6
又錯,2
又鑽,1
又针,1
又铭,21
又销,2
又错,7
又長,2
又长,10
又開,2
又问,4
又闲,1
又闹,2
又阐,1
又阻,1
又降,10
又陡,1
又除,1
又陪,1
又陷,4
又随,1
又隐,1
又难,3
又雄,1
又集,1
又雇,1
又零,1
又雷,1
又電,1
又需,6
又露,1
又非,6
又面,6
又顺,2
又须,4
又颁,4
又预,4
又颇,1
又频,1
又风,2
又飞,2
又餓,2
又饥,1
又饱,1
又饿,6
又香,2
又騙,2
又马,2
又驳,1
又驴,1
又骂,2
又骄,1
又髒,1
又高,8
又麻,1
又黄,1
又黑,4
又點,1
又鼓,30
又,1
又；,2
又？,1
叉 ,5
"叉""",1
"叉,",2
叉。,3
叉ぇ,1
叉が,1
叉は,2
叉一,1
叉串,1
叉丸,2
叉主,9
叉之,2
叉事,1
叉保,1
叉借,21
叉倡,1
叉内,1
叉分,2
叉利,1
叉努,1
叉匹,1
叉参,1
叉叉,2
叉口,12
叉和,4
叉啊,1
叉地,1
叉培,2
叉处,1
叉奔,1
叉如,2
叉媒,1
叉子,21
叉学,1
叉定,1
叉审,1
叉对,1
叉射,1
叉开,1
叉弹,2
叉性,13
叉感,3
叉或,1
叉战,2
叉戟,8
叉所,1
叉承,1
叉抗,1
叉担,3
叉挑,1
叉捕,2
叉提,1
叉支,1
叉改,1
叉放,1
叉方,1
叉时,2
叉是,1
叉有,1
叉核,5
叉检,1
叉歧,2
叉段,1
叉法,1
叉火,6
叉点,6
叉烧,2
叉燒,1
叉猪,1
叉甩,1
叉的,21
叉盘,2
叉目,1
叉神,1
叉科,1
叉穿,1
叉竊,1
叉等,1
叉而,1
叉联,2
叉腿,1
叉融,1
叉补,6
叉角,1
叉詢,1
叉认,1
叉讯,1
叉诘,1
叉询,5
叉质,3
叉资,1
叉路,7
叉车,2
叉部,2
叉配,1
叉重,1
叉问,29
叉领,2
叉骨,1
叉鸡,1
叉鼻,1
叉,2
叉！,3
叉）,1
叉，,1
叉？,2
及 ,209
"及""",3
及(,237
及),36
及*,4
及-,6
及.,8
及/,12
及0,1
及1,356
及2,578
及3,45
及4,33
及5,27
及6,35
及7,17
及8,23
及9,18
及;,1
及?,1
及[,13
及],5
及_,1
及`,3
及a,143
及b,14
及c,44
及d,12
及e,14
及f,10
及g,2
及h,7
及i,4
及j,3
及k,8
及l,3
及m,14
及n,1
及o,4
及p,10
及q,2
及r,9
及s,85
及t,5
及u,2
及v,1
及w,4
及x,1
及y,1
及z,5
及δ,1
及—,10
及―,2
及“,226
及”,7
及…,1
及⑵,1
及⑸,1
及、,602
及。,109
及《,848
及》,2
及「,1
及が,1
及さ,7
及し,40
及す,9
及で,1
及に,2
及は,7
及ば,72
及び,118
及ぴ,1
及ぶ,55
及べ,6
及ぼ,64
及よ,1
及を,1
及ん,28
及㈡,4
及㈣,3
及㈤,1
及一,526
及丁,1
及七,2
及万,2
及丈,2
及三,36
及上,74
及下,101
及不,260
及与,737
及专,138
及且,1
及世,183
及业,20
及东,70
及丢,1
及两,134
及严,33
及个,88
及中,156
及丰,3
及临,11
及丹,4
及为,622
及主,106
及举,43
及义,5
及之,35
及乌,38
及乍,4
及乔,3
及乘,1
及九,7
及乞,1
及也,13
及习,7
及乡,3
及书,11
及买,9
及乱,1
及乳,2
及了,177
及争,21
及事,22
及二,16
及于,29
及亏,1
及互,16
及五,14
及井,2
及亚,62
及交,44
及产,34
及享,24
及亲,4
及人,576
及什,5
及仅,1
及仇,5
及今,67
及介,14
及仍,7
及从,148
及仓,1
及仔,2
及他,322
及付,5
及代,169
及令,3
及以,431
及仪,1
及仲,8
及价,15
及任,125
及企,29
及伊,157
及休,5
及众,11
及优,22
及伙,12
及会,132
及伟,1
及传,64
及伤,4
及伦,3
及伪,8
及伯,2
及估,7
及伴,12
及似,1
及但,2
及位,9
及低,9
及住,20
及佐,1
及体,48
及何,18
及佛,1
及作,133
及你,53
及佩,1
及使,198
及侄,1
及例,1
及供,27
及依,44
及侦,5
及侧,3
及侨,3
及侵,28
及便,19
及促,284
及俄,26
及保,326
及信,136
及修,32
及俱,1
及倒,1
及候,10
及借,3
及倡,10
及债,37
及倾,1
及假,3
及偏,6
及做,15
及停,11
及健,31
及偶,2
及偷,4
及偿,5
及傍,5
及储,15
及像,11
及僵,1
及儿,144
及允,9
及元,1
及兄,2
及充,49
及先,14
及光,2
及克,27
及免,19
及兑,3
及兒,1
及兔,1
及党,1
及入,3
及全,243
及兩,1
及八,13
及公,284
及六,9
及共,88
及关,543
及兴,1
及兵,1
及其,10641
及具,72
及养,18
及兼,4
及内,60
及再,14
及冒,2
及写,1
及军,60
及农,366
及冬,1
及冰,4
及冲,70
及决,103
及冷,1
及冻,3
及净,13
及准,55
及减,91
及几,26
及凡,1
及凯,3
及出,58
及函,1
及分,105
及切,12
及刊,2
及刑,32
及列,17
及刚,34
及创,53
及初,85
及删,2
及判,7
及利,1327
及别,4
及到,541
及制,146
及刹,1
及刺,3
及削,3
及前,91
及剥,16
及副,19
及力,11
及劝,2
及办,16
及功,1
及加,353
及务,2
及动,18
及助,5
及努,25
及劫,2
及劳,36
及勒,1
及勘,1
及包,100
及匈,5
及化,16
及北,922
及匮,1
及区,203
及医,33
及十,12
及千,27
及升,1
及半,1
及华,4
及协,133
及卓,1
及協,1
及单,17
及卖,6
及南,66
及博,7
及占,10
及卡,11
及卢,18
及卫,46
及印,31
及危,52
及即,7
及卵,1
及厄,12
及历,9
及压,6
及厘,1
及原,55
及去,8
及县,2
及参,146
及及,6
及友,3
及双,61
及反,70
及发,310
及取,51
及受,119
及变,10
及叙,8
及叛,5
及口,6
及古,12
及另,27
及只,10
及召,8
及可,261
及台,2
及史,1
及叶,1
及司,55
及吃,2
及各,802
及合,155
及吉,5
及吊,1
及同,159
及名,9
及后,161
及向,247
及吗,1
及君,1
及否,2
及吧,1
及含,9
及听,7
及启,6
及吱,1
及吸,19
及员,5
及呢,1
及周,30
及呼,8
及和,329
及咖,2
及咨,30
及咸,1
及品,2
及哈,10
及响,2
及哥,8
及哪,18
及哲,3
及哺,3
及唯,1
及商,42
及啦,1
及喀,2
及善,4
及囚,3
及四,29
及回,22
及因,72
及团,9
及园,1
及困,1
及围,6
及固,2
及国,1209
及图,13
及圆,1
及土,136
及圣,13
及在,1911
及圭,2
及地,144
及均,2
及坏,1
及坐,1
及坚,6
及坟,1
及坡,1
及坦,5
及垃,2
及埃,26
及埋,1
及城,39
及域,2
及培,62
及基,172
及堕,2
及堵,1
及塔,13
及塞,46
及填,2
及境,16
及墙,1
及增,135
及墨,12
及士,1
及声,4
及壳,1
及处,73
及备,5
及复,21
及夏,2
及外,152
及多,137
及大,437
及天,4
及太,517
及夫,1
及失,21
及夷,1
及奇,1
及奉,2
及契,1
及奖,2
及奢,1
及奥,11
及女,48
及奴,3
及她,63
及好,4
及如,160
及妇,183
及妊,1
及妓,3
及妥,5
及妨,7
及妻,1
及姆,1
及始,2
及姐,1
及委,189
及姬,1
及威,13
及娱,5
及婚,11
及婴,5
及媒,41
及媽,1
及嫁,1
及嫌,2
及子,12
及孕,2
及存,12
及孙,1
及孟,8
及季,1
及孤,3
及学,52
及孩,2
及宁,1
及它,223
及宇,1
及安,399
及完,18
及宏,5
及宗,50
及官,18
及定,39
及宜,1
及宝,2
及实,247
及审,137
及客,4
及宣,45
及室,2
及宪,21
及宴,1
及家,92
及容,13
及宽,6
及密,6
及富,4
及对,1083
及寻,14
及导,20
及寿,1
及封,1
及射,2
及将,205
及尊,56
及小,93
及少,67
及尔,151
及尚,15
及尤,7
及就,127
及尼,22
及尽,16
及局,6
及居,13
及届,1
及展,7
及属,19
及屠,1
及履,28
及山,1
及岛,3
及崇,1
及川,1
及州,1
及巡,1
及工,183
及巧,2
及巨,3
及巩,10
及巫,1
及差,4
及已,56
及巴,97
及市,17
及布,33
及师,1
及希,21
及帐,1
及帕,1
及帝,2
及带,11
及席,1
及帮,40
及常,40
及干,7
及平,54
及年,21
及并,16
及幸,2
及幼,1
及广,37
及庇,3
及床,1
及序,9
及库,10
及应,86
及庞,1
及废,41
及度,2
及康,5
及廉,1
及延,8
及建,255
及开,158
及异,5
及弃,1
及引,23
及弗,2
及弘,1
及弥,2
及弱,9
及弹,12
及强,62
及归,8
及当,121
及形,5
及彩,1
及影,39
及彻,4
及彼,8
及往,8
及征,8
及待,36
及很,17
及律,26
及得,17
及循,2
及微,6
及德,22
及心,10
及必,92
及忆,1
及志,5
及忠,10
及快,3
及忽,3
及怀,7
及态,5
及怂,1
及怎,3
及思,3
及急,2
及性,114
及总,75
及恋,2
及恐,56
及恢,39
及恩,2
及恰,3
及患,8
及您,3
及悬,1
及情,22
及惨,1
及惩,53
及惯,5
及想,8
及愈,1
及意,27
及愚,1
及感,12
及愤,1
及愿,7
及慈,7
及慎,1
及慢,1
及慷,1
及戈,4
及成,88
及我,208
及或,27
及战,43
及截,10
及戰,1
及户,3
及房,11
及所,459
及手,13
及才,2
及扎,1
及打,59
及托,15
及扣,8
及执,236
及扩,53
及扬,1
及扭,2
及扶,2
及批,25
及扼,1
及找,9
及承,42
及技,147
及把,37
及抑,1
及抓,1
及投,37
及抗,6
及抛,1
及抢,2
及护,11
及报,59
及披,2
及抱,1
及抵,5
及抽,1
及担,11
及拆,5
及拉,55
及拍,1
及拒,15
及拓,2
及拖,3
及拘,13
及招,5
及拜,2
及拟,65
及拥,24
及拦,2
及拨,1
及拾,1
及拿,1
及持,34
及指,36
及按,86
及挑,6
及挖,1
及挨,1
及挪,13
及振,2
及捍,5
及捐,41
及捕,2
及损,14
及换,5
及捣,1
及据,16
及捷,1
及授,7
及掌,2
及排,21
及掠,3
及探,11
及接,28
及控,34
及推,51
及掩,2
及措,5
及掮,1
及掸,1
及提,373
及插,1
及揭,1
及援,34
及搏,1
及搜,4
及搬,3
及携,1
及摄,2
及摆,2
及摘,1
及摧,2
及摩,16
及撒,6
及撞,1
及撤,13
及播,4
及撰,3
及擅,1
及操,8
及擦,1
及支,183
及收,52
及改,155
及攻,6
及放,24
及政,595
及故,3
及效,14
及敌,1
及敏,8
及救,8
及教,209
及敢,1
及散,3
及敬,2
及数,48
及整,117
及敷,1
及文,429
及斐,1
及斟,1
及斡,1
及斯,18
及新,159
及方,181
及施,7
及旁,1
及旅,26
及旋,1
及族,9
及无,79
及既,7
及日,56
及旨,44
及早,124
及旱,5
及时,1824
及昆,1
及明,31
及易,15
及昔,1
及星,2
及春,1
及昨,3
及是,97
及显,4
及時,8
及晋,1
及晚,1
及普,38
及智,13
及暂,12
及暗,1
及暴,32
及更,144
及曾,3
及替,11
及最,210
及會,1
及月,5
及有,973
及朋,3
及服,51
及朝,6
及期,9
及木,4
及未,87
及本,146
及术,1
及机,63
及杀,13
及杂,7
及权,31
及材,5
及杜,5
及条,34
及来,63
及杰,3
及极,10
及构,8
及林,9
及果,1
及枢,1
及枪,5
及枯,1
及架,3
及某,79
及染,2
及查,34
及柬,10
及柴,1
及标,40
及校,4
及核,137
及根,162
及格,46
及框,3
及案,10
及桑,3
及档,1
及梅,5
及梨,1
及检,27
及棉,2
及森,23
及植,5
及概,7
及模,3
及横,6
及檀,1
及欠,1
及次,44
及欢,3
及欧,174
及欺,6
及歌,2
及正,77
及此,84
及步,2
及武,49
及歧,18
及歪,1
及死,22
及残,59
及殖,1
及毁,2
及母,8
及每,59
及毒,85
及比,12
及毕,2
及毗,6
及毛,7
及毫,2
及民,238
及气,38
及氟,1
及氧,2
及氯,1
及水,33
及永,5
及求,1
及汇,10
及池,1
及污,7
及汤,1
及汲,1
及汽,5
及沃,1
及沉,2
及沙,15
及没,47
及河,2
及油,1
及治,25
及沿,18
及法,247
及泛,4
及波,38
及注,19
及泰,6
及泵,1
及洁,2
及洗,18
及洛,1
及津,6
及洪,4
及活,39
及派,6
及流,23
及测,6
及浙,1
及浪,2
及海,133
及消,104
及涉,22
及润,2
及淡,5
及深,16
及混,5
及清,24
及渎,1
及渐,1
及渔,6
及温,8
及港,7
及渴,2
及游,6
及湄,1
及湿,1
及源,1
及滋,1
及滑,1
及满,17
及滥,12
及滴,1
及漏,1
及演,1
及潘,1
及潜,14
及潮,1
及澄,1
及澳,13
及激,3
及灌,2
及火,9
及灭,2
及灵,8
及灾,9
及炭,1
及炸,1
及点,2
及烟,1
及热,6
及無,1
及煤,1
及照,12
及煽,5
及熟,2
及燃,10
及爆,6
及爱,9
及父,8
及版,1
及牙,2
及牛,2
及牧,1
及物,14
及牲,4
及牵,3
及特,266
及犯,30
及状,1
及犹,2
及独,32
及狱,3
及猥,1
及猪,1
及献,1
及率,31
及玛,2
及环,118
及现,80
及玻,6
及珠,1
及理,70
及琼,1
及瑙,1
及瑞,19
及瓦,1
及甄,5
及甚,7
及生,145
及用,102
及由,231
及甲,4
及申,21
及电,48
及男,55
及画,1
及界,4
及留,4
及疗,2
及疟,2
及疾,6
及病,2
及瘾,1
及癌,1
及登,9
及白,5
及百,2
及的,1302
及皇,1
及盈,1
及盐,2
及监,120
及盖,1
及盗,1
及盛,1
及盟,2
及目,67
及直,26
及相,410
及省,7
及看,5
及真,16
及着,5
及督,1
及瞄,1
及知,26
及矫,1
及短,9
及石,16
及矿,9
及码,1
及研,57
及破,26
及硫,1
及硬,2
及确,197
及碎,2
及碰,1
及碳,2
及碾,1
及磋,1
及磨,1
及示,10
及礼,1
及社,3102
及祖,1
及祝,1
及神,8
及祷,1
及禁,40
及福,11
及离,19
及禽,1
及私,127
及种,44
及科,115
及秘,212
及租,5
及积,16
及移,49
及程,31
及稍,1
及税,7
及稳,11
及穆,13
及穷,7
及空,40
及突,5
及窃,1
及立,28
及竞,11
及章,1
及童,5
及笔,1
及符,8
及第,606
及等,11
及答,5
及策,1
及筹,23
及签,6
及简,21
及算,1
及管,93
及箱,1
及篮,2
及米,4
及类,37
及粗,3
及粮,30
及精,22
及系,11
及素,1
及索,27
及紧,20
及累,2
及繁,5
及纠,7
及红,23
及约,16
及纪,1
及纯,1
及纳,8
及纵,1
及纺,4
及纽,8
及组,61
及细,10
及终,5
及经,408
及绑,6
及结,53
及给,56
及绝,4
及统,17
及继,36
及维,157
及综,18
及缅,10
及缓,9
及缔,107
及编,47
及缩,7
及缴,2
及缺,82
及网,19
及罗,23
及罚,1
及罢,1
及罪,14
及置,1
及署,1
及罹,1
及美,117
及羞,1
及群,10
及翻,6
及老,24
及考,22
及者,1
及而,4
及耕,2
及耗,1
及耶,7
及职,37
及联,1011
及聖,1
及聘,2
及聽,1
及肆,1
及肉,1
及股,5
及肢,1
及肥,3
及肯,6
及育,5
及肺,1
及肾,1
及胁,2
及背,3
及胜,1
及胡,2
及胸,1
及能,82
及脆,16
及脊,2
及脑,4
及脚,1
及腐,16
及腰,1
及腹,1
及膳,1
及自,154
及臭,1
及至,12
及致,14
及舒,1
及舞,1
及航,10
及船,15
及良,10
及艰,3
及色,2
及艳,1
及艺,9
及艾,68
及节,4
及芬,2
及芹,1
及苏,40
及苛,1
及若,35
及英,22
及茂,1
及范,36
及茨,1
及草,7
及荒,4
及荣,2
及药,14
及荷,13
及莫,1
及莱,3
及获,64
及菲,1
及营,17
及萨,11
及萬,1
及落,20
及著,3
及葡,5
及董,8
及葬,1
及蒙,7
及蓄,3
及蔑,3
及蔡,1
及薪,3
及薯,1
及藏,3
及虐,8
及虽,1
及蜂,1
及融,6
及螯,1
及血,1
及行,239
及街,2
及衡,10
及衣,1
及补,30
及表,10
及衰,1
及衷,1
及被,104
及袭,9
及裁,49
及裂,4
及装,11
及裔,1
及西,68
及要,50
及覆,1
及见,2
及观,16
及规,60
及视,14
及角,2
及解,98
及触,1
及言,6
及計,1
及詹,1
及誦,3
及說,1
及警,47
及讓,1
及计,46
及订,11
及认,21
及讨,15
及让,19
及训,15
及议,45
及讯,1
及记,10
及讲,5
及许,85
及论,10
及设,106
及访,8
及诀,2
及证,26
及评,79
及识,3
及诉,15
及诊,4
及试,10
及诘,1
及诚,1
及询,2
及该,346
及详,12
及语,9
及诱,2
及说,18
及诵,3
及请,16
及诸,56
及诺,2
及读,1
及诽,1
及课,8
及谁,4
及调,38
及谈,6
及谋,6
及谙,1
及谣,1
及谦,1
及谨,1
及谴,6
及谷,1
及豁,35
及象,6
及買,1
及資,1
及贝,8
及负,45
及财,107
及责,17
及账,2
及货,19
及质,7
及贩,45
及贪,4
及贫,31
及购,13
及贯,9
及贱,1
及贵,5
及贷,5
及贸,87
及费,7
及贿,3
及资,111
及赈,1
及赋,25
及赌,3
及赎,1
及赔,11
及赖,1
及赛,2
及赞,24
及赠,4
及赡,1
及赤,4
及赦,1
及赫,2
及走,4
及赵,1
及起,21
及超,10
及越,14
及趋,3
及足,2
及趾,1
及距,1
及跟,8
及跨,45
及路,9
及跳,1
及践,1
及身,15
及车,10
及转,84
及软,7
及轻,4
及载,18
及较,27
及辅,9
及辍,1
及辐,3
及辨,2
及辩,2
及边,33
及达,37
及迁,1
及迄,10
及迅,7
及过,70
及迈,1
及迎,1
及运,61
及近,17
及返,11
及还,15
及这,430
及进,137
及远,10
及违,52
及连,6
及迟,4
及迪,1
及迫,6
及追,9
及退,8
及送,6
及适,108
及逃,1
及逆,1
及选,32
及透,15
及逐,5
及递,3
及途,2
及逗,1
及通,259
及速,1
及造,16
及逮,4
及逼,2
及逾,1
及遇,6
及遏,6
及道,7
及違,1
及遗,3
及遣,9
及遥,2
及適,1
及遭,12
及遴,1
及遵,37
及避,20
及那,67
及邦,1
及邮,4
及邻,18
及郊,1
及郡,2
及部,52
及都,6
及酌,41
及配,6
及酒,1
及酗,1
及酷,16
及酸,1
及采,135
及释,5
及里,5
及重,124
及野,4
及金,54
及鉴,12
及针,43
及钚,1
及钛,1
及钢,1
及钱,1
及钴,1
及钻,3
及铀,1
及铁,6
及铅,1
及铭,1
及银,12
及链,1
及销,170
及锁,1
及错,1
及锡,2
及镇,1
及镍,1
及镑,2
及长,37
及门,2
及问,29
及间,5
及阁,5
