char_ngram,count
氏,1262
民,59823
氓,65
气,8725
気,18350
氛,487
氟,404
氢,131
氣,276
氦,12
氧,960
氨,61
氪,16
氮,76
氯,941
水,14598
氷,267
永,3749
氹,64
汀,173
汁,186
求,32300
汇,3733
汉,1092
汎,10
汐,21
汗,3890
汚,959
汝,80
汞,397
江,253
池,576
污,1860
汤,764
汪,35
汰,310
汲,214
汶,2454
汹,20
決,5860
汽,861
沁,10
沃,3548
沈,499
沉,988
沌,45
沐,27
沒,2793
沖,74
沙,5294
沛,33
沟,636
没,41876
沢,644
沥,30
沦,148
沧,12
沫,156
沮,157
河,1626
沸,132
油,3442
治,22329
沼,147
沾,114
沿,1280
況,1415
泄,277
泉,408
泊,1551
泌,47
法,130697
泛,4323
泡,495
波,6129
泣,910
泥,833
注,26536
泪,156
泰,2039
泳,688
泵,63
泻,54
泼,48
泽,528
洁,1085
洄,91
洋,6267
洒,123
洗,2829
洙,15
洛,5758
洞,790
津,1845
洩,50
洪,888
洱,52
洲,26732
活,36343
洼,28
洽,279
派,15793
流,14038
浄,242
浅,259
浆,78
浇,62
测,9051
济,27179
浏,31
浑,100
浓,434
浜,129
浣,17
浦,1459
浩,158
浪,1117
浮,888
浴,628
海,16550
浸,256
涂,224
涅,221
消,16689
涉,8520
涌,230
涎,15
涕,95
涙,208
涛,53
涜,47
涝,23
涡,39
涤,30
润,479
涨,482
涩,22
涯,275
液,985
涴,30
涵,989
涸,17
涼,64
淀,18
淆,125
淇,71
淋,192
淌,31
淑,92
淘,253
淚,10
淡,424
淤,27
淨,31
淩,10
淪,13
淫,994
淮,17
深,7803
淳,26
淵,20
混,3400
淹,184
添,760
清,9746
渇,124
済,1552
渉,394
渊,115
渋,128
渍,15
渎,117
渐,958
渓,26
渔,1573
渗,186
減,975
渝,24
渠,603
渡,5801
渣,105
渥,136
渦,45
温,2287
測,739
渭,76
港,2090
渴,360
游,3161
渺,57
渾,12
湄,42
湖,920
湘,13
湛,12
湧,53
湮,12
湯,205
湾,901
湿,420
満,1454
溃,312
溅,27
溉,155
源,22567
準,3006
溜,243
溝,64
溢,195
溪,41
溫,57
溯,156
溴,437
溶,293
溺,322
滅,1535
滋,7528
滑,758
滔,43
滕,66
滚,760
滝,46
滞,689
满,6607
滤,65
滥,1487
滨,182
滩,239
滲,21
滴,461
滾,82
滿,165
漁,107
漂,1142
漆,133
漏,792
漑,16
演,3882
漕,37
漠,1345
漢,141
漩,17
漫,599
漬,57
漯,30
漱,10
漸,24
潇,17
潔,416
潘,299
潛,19
潜,2833
潟,10
潤,38
潭,14
潮,508
潰,260
澄,924
澈,16
澜,29
澡,192
澤,47
澪,67
澳,2345
激,3092
濁,22
濃,131
濑,17
濒,113
濕,12
濟,40
濡,150
濫,17
濯,110
瀑,42
瀕,52
瀚,11
瀬,93
灌,324
灘,13
灣,23
火,7181
灭,2998
灯,870
灰,606
灵,2148
灶,24
灸,23
灼,47
災,713
灾,4460
灿,35
炉,287
炊,38
炎,564
炒,139
炔,12
炖,22
炙,34
炫,67
炬,20
炭,296
炮,541
炯,20
炳,46
炸,2740
点,27665
為,6527
炼,228
炽,10
烁,30
烂,451
烃,87
烈,2228
烊,15
烏,56
烘,34
烙,45
烛,70
烟,994
烤,228
烦,1253
烧,790
烩,20
烫,65
烬,23
热,2407
烯,38
烷,289
烹,46
焉,40
焊,37
焕,29
焙,12
焚,139
無,15158
焦,679
焰,106
然,32607
焼,905
煉,40
煌,58
煎,100
煙,502
煞,57
煤,245
照,15572
煩,175
煮,168
煲,12
煽,492
熄,56
熊,427
熏,68
熔,54
熙,47
熟,1485
熨,17
熬,100
熱,1128
燃,2308
燈,74
燐,17
燒,62
燕,77
營,45
燥,91
燦,10
燭,25
燻,13
爆,4401
爐,12
爛,50
爪,237
爬,291
爭,167
爱,9355
爲,24
爵,786
父,10682
爷,558
爸,4812
爹,213
爺,186
爽,379
爾,566
牆,30
片,4025
版,3415
牌,748
牒,10
牙,6277
牛,1607
牟,40
牠,94
牡,90
牢,889
牧,875
物,34156
牲,1459
牵,573
特,69214
牺,370
牽,49
犀,28
犁,20
犊,19
犠,825
犢,10
犧,28
犬,1668
犯,21716
状,9938
犹,1014
狀,65
狂,1887
狄,128
狈,15
狐,96
狒,17
狗,1399
狙,979
狟,27
狠,158
狡,93
狥,26
狦,41
狩,410
独,9100
狭,370
狮,135
狱,2132
狸,51
狹,14
狼,577
狽,25
猁,19
猎,362
猖,75
猛,480
猜,964
猝,13
猟,132
猥,51
猩,144
猪,404
猫,906
猭,43
献,4112
猴,154
猵,11
猶,328
猾,87
猿,285
獄,1651
獅,41
獎,60
獗,74
獣,592
獨,96
獰,16
獲,441
獵,52
獶,14
獸,40
獹,11
獺,43
獻,39
玂,21
玄,351
率,10466
玉,608
王,8096
玛,1366
玡,59
玩,2982
玫,85
环,14234
现,49564
玲,39
玷,31
玺,12
玻,1316
珀,191
珂,25
珇,10
珈,12
珊,372
珍,693
珠,341
珨,27
班,8084
現,6421
珿,11
球,16091
理,91157
琉,14
琌,741
琍,12
琐,72
琢,33
琥,44
琦,19
琩,29
琪,180
琳,498
琴,324
琵,105
琶,14
琼,243
瑈,10
瑕,27
瑙,251
瑚,208
瑜,40
瑞,5338
瑟,650
瑪,102
瑰,89
瑶,17
瑾,11
璃,171
璣,12
璧,574
環,509
璶,277
璸,16
瓁,11
瓆,11
瓜,2438
瓣,55
瓦,9113
瓮,14
瓳,29
瓶,529
瓷,29
甄,247
甘,711
甚,2867
甜,474
生,88578
甡,25
產,263
産,1636
甥,112
甦,238
用,81462
甩,161
甫,25
田,1393
由,37708
甲,977
申,13240
电,12246
男,15121
甸,1262
町,1170
画,5392
畅,147
畉,11
界,27389
畍,11
畏,1611
畑,148
畔,26
留,11530
畜,794
畝,11
畢,49
略,13153
番,4805
畫,69
異,1361
畳,23
畴,325
當,1782
畸,29
疆,1261
疎,111
疏,306
疑,5924
疗,4011
疙,14
疚,72
疟,627
疤,74
疫,1056
疭,48
疮,38
疯,1356
疱,12
疲,1070
疵,20
疹,103
疼,329
疽,70
疾,5128
痁,10
病,16442
症,1506
痉,10
痊,33
痒,78
痔,14
痕,609
痘,39
痙,38
痛,4076
痞,13
痢,48
痣,24
痩,94
痪,100
痫,25
痰,10
痴,408
痷,114
痹,111
痺,85
瘀,12
瘋,125
瘍,88
瘘,43
瘟,51
瘠,18
瘤,169
瘦,109
瘩,14
瘪,13
瘫,110
瘸,25
瘾,193
療,1192
癇,12
癌,647
癒,204
癖,210
癘,15
癚,11
癠,11
癡,28
癥,12
癪,16
癫,50
癬,72
癮,13
癳,16
癶,10
癸,110
発,5972
登,5471
發,871
白,8658
百,4350
皂,90
的,997882
皆,3595
皇,943
皈,19
皊,14
皑,32
皮,2148
皱,26
皿,153
盃,19
盆,148
盈,289
盉,15
益,12226
盎,38
盏,23
盐,212
监,15581
盒,261
盔,122
盖,2669
盗,2992
盘,976
盛,1157
盜,16
盞,13
盟,13398
盡,122
盢,20
監,1711
盤,183
盧,27
盪,15
目,63465
盯,234
盲,947
直,16699
相,31157
盹,14
盼,148
盽,22
盾,831
盿,31
省,3273
眈,11
眉,172
看,26849
県,267
眏,16
眔,140
眕,10
眖,50
真,27387
眠,1607
眤,11
眨,36
眩,60
眯,10
眶,14
眷,45
眸,10
眺,173
眼,2944
眾,436
着,25835
睁,98
睇,13
睐,20
睛,611
睜,15
睡,1922
督,6042
睦,293
睨,28
睫,60
睬,22
睹,260
睼,13
睽,13
睾,33
睿,184
瞄,148
瞅,13
瞌,15
瞎,192
瞑,38
瞒,203
瞞,46
瞥,18
瞦,11
瞧,587
瞩,58
瞪,29
瞬,748
瞭,245
瞰,40
瞳,104
瞶,24
瞷,91
瞻,106
矗,17
矛,476
矜,11
矢,339
矣,12
知,52461
矩,245
矪,14
矫,69
短,3163
矮,90
矯,50
石,4581
矶,144
矹,17
矿,1138
码,1312
砂,521
砃,11
砆,34
砌,14
砍,284
砑,13
研,14881
砕,143
砖,73
砛,33
砦,68
砰,71
砲,377
破,7968
砷,16
砸,301
砾,12
础,8494
硂,396
硄,19
硅,33
硕,125
硝,81
硫,199
硬,818
确,37051
碉,15
碌,42
碍,4219
碎,791
碑,361
碗,106
碘,65
碞,201
碟,69
碧,102
碭,23
碰,902
碱,55
碳,844
確,8008
碼,62
碾,30
磁,369
磅,148
磋,1929
磐,24
磔,22
磕,14
磨,560
磯,39
磷,79
磺,89
礁,264
礎,95
礙,40
礚,42
礛,51
礫,31
礹,14
示,21452
礼,4179
社,41496
祀,19
祂,17
祇,58
祈,1793
祉,373
祐,97
祓,14
祖,1484
祘,10
祜,12
祝,2837
神,10865
祟,42
祥,153
票,5304
祭,409
祷,388
祸,495
禀,18
禁,9095
禄,26
禅,24
禍,28
福,5038
禗,29
禜,10
禦,19
禧,18
禬,12
禮,180
禱,114
禲,26
离,10684
禽,93
禾,11
禿,20
秀,700
私,60407
秃,38
秆,22
秈,42
秉,76
秋,453
种,43582
科,20441
秒,1275
秘,31784
租,1334
秤,66
秦,36
秨,105
秩,1027
积,6887
称,7284
移,10304
秽,35
稀,287
稅,13
程,42745
稍,576
税,3305
稚,82
稠,39
稣,230
稦,32
種,2020
稰,30
稱,238
稲,152
稳,5149
稻,115
稼,605
稽,125
稿,1489
穀,100
穂,98
穆,2630
穌,24
積,524
穏,189
穗,22
穝,20
穢,29
穦,247
穩,35
穫,147
穴,712
究,12654
穷,4554
穹,44
空,14045
穿,1929
突,14716
窃,459
窄,108
窍,64
窑,16
窒,136
窓,620
窖,36
窗,565
窘,80
窜,23
窝,197
窟,339
窥,81
窩,18
窮,157
窺,11
窾,16
窿,11
竄,12
竇,48
竊,24
立,48611
竒,43
竖,39
站,3778
竜,184
竞,3527
竟,1112
章,8918
竡,10
竣,32
童,21551
竭,410
端,3542
競,425
竹,138
竿,49
笃,26
笆,53
笑,4182
笔,1332
笙,14
笛,164
笞,15
符,4402
笨,435
第,133211
笲,19
笴,11
笵,133
笷,12
笼,196
筁,143
筆,218
筈,366
等,30059
筋,506
筏,24
筐,12
筑,1293
筒,218
答,7119
策,18851
筛,149
筝,15
筵,10
筷,12
筹,6748
签,6717
筿,30
简,4717
箇,69
箋,47
箍,10
算,18461
管,36419
箫,15
箭,437
箱,1777
箸,14
節,578
範,453
篇,473
築,437
篡,68
篤,56
篭,17
篮,139
篱,23
篷,103
簀,27
簆,16
簈,11
簘,10
簡,1320
簧,19
簽,64
簿,284
籃,17
籍,2446
籠,90
籲,10
米,6128
类,17248
籽,16
粄,44
粉,708
粋,129
粒,354
粗,444
粘,169
粛,60
粟,161
粥,33
粧,75
粪,89
粮,3813
粹,411
精,6071
糊,463
糑,21
糒,14
糕,773
糖,687
糗,13
糙,22
糞,274
糟,1158
糧,170
糶,16
糸,137
系,34848
糾,32
紀,352
約,4539
紅,259
紆,10
紈,28
紊,61
紋,414
納,708
紐,69
純,693
紗,87
紙,1285
級,543
紛,195
素,8852
紡,12
索,13414
紧,6695
紫,184
累,1251
細,1184
紳,187
紹,492
紺,10
終,5434
組,2130
絆,97
絋,14
経,2354
結,5903
絕,465
絞,293
絡,2196
給,2087
絨,32
絮,13
統,1964
絲,102
絵,684
絶,2155
絹,36
綁,31
經,1029
継,811
続,4257
綜,11
綠,31
維,529
綱,62
網,217
綴,292
綺,275
綻,37
綼,10
綾,15
綿,69
緊,830
総,477
緑,286
緒,5195
線,1908
締,406
緣,27
編,531
緩,129
緯,68
練,1217
縁,319
縄,136
縋,39
縛,281
縞,13
縣,10
縦,207
縫,155
縮,319
縱,17
總,267
績,242
繁,1347
繊,99
繋,579
織,723
繕,25
繞,20
繧,11
繩,19
繫,64
繭,62
繰,581
繷,37
繼,163
纂,298
續,146
纏,49
纒,26
纠,855
红,1783
纤,90
约,71681
级,19843
纪,3999
纫,22
纬,83
纯,582
纱,78
纲,3606
纳,14423
纵,417
纷,457
纸,796
纹,236
纺,109
纽,3139
纾,15
线,4507
练,2750
组,71798
绅,68
细,4827
织,42984
终,5659
绊,57
绌,24
绍,5229
经,64144
绑,921
绒,30
结,26651
绕,555
绘,325
给,23847
络,4203
绝,5880
绞,56
统,28170
绣,22
绥,22
继,17644
绩,2316
绪,481
续,32294
绰,47
绳,554
维,20697
绵,75
绷,41
绸,50
综,4272
绽,18
绿,476
缀,19
缄,22
缅,1279
缆,63
缇,24
缉,329
缓,1724
缔,22093
缕,18
编,12030
缘,895
缚,83
缝,174
缠,145
缩,1562
缪,53
缮,71
缴,1630
缶,152
缸,62
缺,6381
罂,149
罄,10
罐,176
网,8094
罔,20
罕,534
罗,14654
罚,3807
罠,221
罢,369
罩,179
罪,20419
置,9732
罰,2451
署,16245
罵,67
罷,62
罹,42
罺,11
羁,279
羅,259
羆,20
羊,592
美,34992
羔,26
羘,21
羚,17
羛,12
羞,351
羡,53
群,7311
羨,46
義,3089
羶,11
羽,390
翁,187
翅,85
翌,128
習,1055
翔,87
翘,41
翠,91
翡,16
翩,40
翰,1308
翴,101
翻,1465
翼,459
耀,176
老,9634
考,21257
者,68164
耋,13
而,49970
耍,229
耐,1212
耕,298
耗,1044
耙,15
耳,3991
耶,2169
耸,34
耻,307
耽,182
耿,30
聂,10
聆,82
聊,803
聋,86
职,14825
联,87745
聖,1216
聘,1696
聚,1172
聞,13110
聡,46
聪,553
聯,128
聰,84
聲,218
聴,1051
職,1109
聽,740
聾,50
肃,227
肆,253
肇,206
肈,10
肉,1888
肋,100
肌,299
肖,228
肘,75
肚,256
肛,46
肝,284
肠,160
股,2939
肢,413
肤,343
肥,544
肩,567
肪,106
肮,83
肯,3818
育,15525
肴,11
肺,422
肾,93
肿,139
胀,568
胁,4610
胃,308
胆,563
胊,12
背,5510
胎,767
胖,249
胚,77
胜,1305
胞,812
胡,1011
胰,20
胱,32
胳,75
胴,36
胶,204
胸,1086
胺,159
能,87626
脂,213
脅,1009
脆,1624
脇,120
脈,333
脉,233
脊,199
脏,643
脐,17
脑,6288
脓,16
脖,120
脚,1392
脛,17
脫,89
脯,13
脱,3708
脳,737
脸,796
脹,11
脾,121
腀,10
腊,1294
腌,12
腎,58
腐,2400
腑,24
腓,13
腔,213
腕,987
腞,13
腥,118
腦,113
腫,156
腮,14
腰,347
腱,39
腳,92
腸,106
腹,1369
腺,155
腻,28
腾,173
腿,573
膀,151
膊,70
膏,79
膚,184
膛,50
膜,193
膝,302
膠,23
膨,483
膳,83
膽,23
膿,21
臀,62
臂,189
臆,270
臉,114
臓,736
臘,14
臟,35
臣,642
臥,87
臨,515
自,57483
臭,1287
至,25974
致,13778
臺,83
臼,46
舅,115
舆,183
與,379
興,1521
舉,62
舊,34
舌,482
舍,896
舎,244
舐,59
舒,537
舔,53
舗,32
舞,2632
舟,194
舧,40
航,3198
般,6900
舰,312
舱,257
舵,71
舶,388
舷,73
船,5643
艇,286
艘,345
艦,715
良,11060
艰,762
艱,34
色,13648
艳,49
艹,15
艺,1117
艾,9383
节,6585
芋,23
芒,137
芙,135
芜,13
芝,438
芥,61
芦,22
芬,1476
芭,189
芮,24
芯,73
花,3506
芳,81
芸,300
芹,16
芽,102
苇,41
苍,105
苏,5309
苔,34
苗,462
苛,124
苟,35
若,5593
苦,4060
苯,597
英,8971
苹,104
茁,13
茂,156
范,11001
茄,109
茅,57
茉,33
茎,59
茜,152
茧,17
茨,1047
茫,76
茬,10
茱,94
茲,42
茵,35
茶,1121
茸,25
茹,36
荆,18
草,18103
荐,246
荒,1774
荘,62
荡,592
荣,1460
荧,33
荫,22
药,5881
荷,3377
荼,14
莅,12
莉,1302
莊,36
莎,912
莓,57
莢,31
莫,2579
莱,3166
莲,115
获,13231
莺,12
莽,48
菁,18
菅,12
菇,48
菊,74
菌,444
菓,110
菜,688
菠,23
菩,28
華,282
菱,24
菲,2593
萃,14
萄,1222
萊,103
萌,54
萍,17
萎,116
萝,162
萤,14
营,7303
萦,15
萧,132
萨,6098
萬,421
萸,125
落,9783
葉,2476
著,7341
葛,309
葡,1267
董,842
葦,13
葫,10
葬,746
葱,53
葵,21
葺,10
蒂,2113
蒋,22
蒔,21
蒙,3043
蒜,31
蒲,36
蒸,233
蒼,34
蒿,14
蓄,916
蓉,13
蓋,219
蓑,20
蓓,14
蓝,659
蓬,516
蓮,19
蔑,251
蔓,371
蔗,34
蔚,190
蔡,27
蔬,83
蔭,40
蔵,233
蔻,11
蔼,48
蔽,228
蕃,10
蕉,87
蕊,21
蕩,59
蕭,14
蕴,41
蕾,221
薄,792
薇,194
薔,20
薙,10
薛,44
薦,94
薩,185
薪,2009
薫,27
薬,2066
薯,124
薰,16
藁,15
藉,124
藍,61
藏,1275
藐,84
藝,65
藤,372
藥,100
藩,20
藪,13
藻,69
蘇,198
蘋,14
蘑,37
蘭,237
蘿,10
虎,414
虏,52
虐,2087
虑,11894
虔,96
處,304
虚,1427
虛,51
虜,207
虞,23
號,213
虧,89
虫,1037
虱,31
虹,96
虽,4182
虾,104
蚀,192
蚁,75
蚂,39
蚊,184
蚕,23
蚚,18
蚤,24
蛁,25
蛇,373
蛊,16
蛋,2161
蛍,39
蛎,17
蛙,89
蛛,135
蛤,87
蛮,387
蛸,11
蛹,10
蛾,43
蜂,358
蜃,16
蜆,10
蜊,10
蜒,10
蜗,34
蜘,125
蜚,15
蜜,398
蜡,152
蜥,31
蜴,27
蜻,10
蝇,83
蝋,14
蝎,34
蝕,46
蝗,20
蝙,61
蝠,63
蝦,13
蝴,64
蝶,133
蝿,22
螂,34
螃,18
融,7662
螖,12
螟,14
螠,12
螤,11
螯,11
螳,23
螺,96
蟀,11
蟋,10
蟑,26
蟒,15
蟲,27
蟹,59
蟺,76
蟻,125
蟼,68
蟽,98
蟿,137
蠀,58
蠁,14
蠂,27
蠅,68
蠈,34
蠉,29
蠋,21
蠕,22
蠟,16
蠢,684
蠣,13
蠻,15
血,4785
衄,23
衅,136
衆,559
行,192825
衍,134
術,2227
衔,126
街,2745
衙,12
衛,897
衝,423
衡,3047
衣,1941
补,9488
表,64243
衫,125
衬,123
衰,563
衷,404
袁,11
袈,10
袋,1118
袍,61
袒,67
袖,670
袜,69
被,28323
袭,1818
袱,16
裁,13024
裂,1544
装,11715
裆,10
裏,1796
裔,1633
裕,584
裘,37
裙,132
補,817
裝,128
裟,10
裡,1291
裤,357
裨,114
裳,11
裴,25
裸,353
裹,113
製,723
褄,15
複,747
褐,43
褒,137
褓,18
褥,28
褪,18
褫,22
褲,28
襄,13
襟,36
襪,11
襯,13
襲,1118
西,25903
要,132597
覆,1333
覇,21
見,36506
規,1178
視,2558
覗,103
覚,3761
覧,307
親,6478
覲,11
観,1044
覺,630
觀,93
见,28100
观,10527
规,40807
觅,25
视,17369
览,686
觉,6080
觊,13
觎,14
觐,16
角,3819
解,37518
触,3490
觸,28
言,63209
訂,72
計,3957
訊,202
討,385
訓,1174
託,227
記,4000
訛,48
訝,16
訟,133
訣,25
訪,725
設,3166
許,4382
訳,1629
訴,1143
診,460
証,5007
詈,12
詐,232
評,801
詛,25
詞,163
詠,17
詢,29
試,2346
詩,322
詫,78
詭,11
詮,96
詰,601
話,23067
該,713
詳,929
詹,367
誇,492
誉,1263
誊,15
誌,252
認,4211
誓,2165
誕,587
誘,1267
語,3810
誠,902
誣,14
誤,1024
誦,236
誨,44
說,3562
説,2857
読,2849
誰,16598
課,466
誹,17
誼,13
調,4760
談,1731
請,1102
諒,54
論,2200
諜,173
諦,342
諭,30
諮,13
諱,20
諷,11
諸,790
諺,11
諾,167
謀,646
謁,18
謂,30
謊,110
謎,297
謗,27
謙,159
講,292
謝,3185
謠,39
謡,13
謬,37
謹,135
證,202
識,1915
譜,51
警,17199
譬,193
譯,19
議,2651
譲,154
譴,39
護,3183
譽,15
讀,138
讃,556
變,435
讐,266
讓,969
讚,103
计,38311
订,13062
认,35864
讥,10
讨,14002
让,16698
讪,19
训,11315
议,175224
讯,1702
记,14547
讲,5201
讳,58
讶,211
讷,21
许,16938
讹,22
论,29202
讼,2120
讽,198
设,31672
访,3678
诀,98
证,18820
诂,12
评,14858
诅,103
识,14530
诈,588
诉,16201
诊,732
诋,94
词,2485
译,1379
试,5809
诗,319
诘,21
诚,1318
诛,11
话,15162
诞,573
诠,46
诡,116
询,7869
该,49097
详,3198
诧,20
诫,116
诬,43
语,9638
误,2293
诱,446
诲,54
说,44905
诵,62
诶,34
请,30355
诸,2434
诺,9479
读,1737
诽,168
课,2411
谁,5484
调,35781
谅,1512
谈,11215
谊,195
谋,2003
谍,145
谎,733
谐,298
谓,1133
谕,23
谙,12
谚,15
谛,10
谜,82
谟,88
谢,11787
谣,106
谤,173
谦,80
谨,2580
谩,12
谬,179
谭,38
谱,177
谴,1380
谷,1204
豁,950
豆,423
豊,246
豌,11
豐,18
豖,259
豚,333
象,8356
豪,631
豫,124
豬,49
豹,121
貌,383
貓,44
貝,179
貞,136
負,1984
財,1009
貢,119
貧,512
貨,315
販,202
貪,125
貫,129
責,1679
貯,167
貰,713
貴,2745
貶,16
買,2432
貸,1021
費,755
貼,135
貿,118
賀,87
賂,66
賃,162
賄,77
資,1428
賈,20
賊,173
賑,21
賓,72
賛,519
賜,341
賞,649
賠,39
賢,738
賣,98
賤,47
賦,44
質,2827
賬,20
賭,469
賴,37
賸,38
賺,37
購,208
賽,138
贄,63
贅,58
贈,422
贊,24
贋,12
贏,80
贖,58
贝,4360
贞,67
负,10499
贡,3444
财,12230
责,19342
贤,60
败,3123
账,2178
货,5836
质,10896
贩,4448
贪,304
贫,8014
贬,260
购,4167
贮,70
贯,1390
贱,255
贴,2124
贵,1637
贷,2343
贸,13032
费,17390
贺,1103
贼,160
贾,840
贿,179
赁,268
赂,133
赃,39
资,49457
赈,24
赊,15
赋,1362
赌,567
赎,130
赏,2823
赐,310
赔,6660
赖,1639
赘,33
赚,436
赛,2192
赞,8560
赠,851
赡,69
赢,1080
赣,42
赤,2824
赦,1494
赫,1940
走,11871
赴,192
赵,65
赶,1114
起,33731
赽,34
趁,149
超,5114
越,8107
趋,2185
趕,102
趙,12
趟,153
趣,2404
趨,12
足,11452
趴,197
趾,52
跃,352
跋,27
跌,338
跑,1691
跚,13
跛,17
距,2086
跟,7832
跡,1710
跤,40
跨,2970
跪,166
路,9504
跳,1396
践,1059
跷,15
跺,21
跻,11
踊,507
踌,15
踏,775
踐,20
踝,32
踞,14
踢,240
踩,103
踪,2330
踵,65
踹,10
蹂,76
蹄,37
蹈,177
蹊,16
蹋,24
蹒,13
蹟,266
蹤,53
蹦,30
蹭,26
蹲,82
蹴,231
蹶,10
躁,84
躇,63
躊,51
躍,147
躏,66
躓,15
躙,13
身,15617
躬,62
躯,39
躲,447
躺,276
躾,18
車,6543
軌,201
軍,3285
軒,87
軟,93
転,2282
軸,72
軽,602
較,198
載,430
輔,12
輕,132
輛,46
輝,349
輩,130
輪,581
輯,13
輸,424
轄,83
轉,151
轟,34
轢,51
车,7324
轧,15
轨,704
转,11397
轮,1500
软,1135
轰,368
轴,127
轻,4609
载,7597
轿,55
较,4894
辅,963
辆,1447
辈,397
辉,99
辍,191
辐,444
辑,859
输,3901
辖,2253
辗,14
辙,52
辛,1211
辜,584
辞,1709
辟,190
辣,183
辦,195
辨,272
辩,3908
辫,10
辭,66
辯,42
辰,129
辱,1601
農,475
边,11359
辺,733
辻,19
込,4321
辽,53
达,24892
辿,136
迁,864
迂,64
迄,1311
迅,2282
过,66032
迈,1478
迎,8594
运,18300
近,15496
返,8025
还,43661
这,164083
进,83929
远,5099
违,6167
连,3306
迟,2437
迥,19
迦,56
迪,5808
迫,5100
迭,97
述,12705
迴,12
迷,2543
迹,1311
追,6912
退,4917
送,8250
适,16478
逃,5884
逆,1609
选,16135
逊,465
逍,123
透,3378
逐,3495
递,1443
途,3707
逗,249
這,5856
通,54699
逛,84
逝,274
逞,64
速,6849
造,15487
逢,176
連,7724
逮,2605
週,2554
進,2988
逸,202
逻,587
逼,483
逾,204
遁,17
遂,568
遅,2204
遇,4441
遊,1013
運,4147
遍,3991
過,6218
遏,414
道,44311
達,11645
違,9453
遗,3776
遙,42
遛,13
遜,45
遠,2714
遡,24
遣,3476
遥,689
適,1305
遭,5024
遮,269
遲,69
遴,64
遵,5708
遷,45
選,4507
遺,1501
遼,10
避,4819
邀,2799
邁,27
邃,10
還,1989
邊,314
邋,10
邑,17
邓,102
那,42726
邦,5333
邪,1660
邮,1068
邱,26
邸,120
邻,1521
郁,141
郊,209
郎,1763
郑,135
郝,13
郡,199
部,74017
郭,56
郵,189
郷,235
都,33934
鄉,42
鄙,125
鄰,26
酊,13
酋,677
酌,1769
配,11109
酐,12
酒,3224
酔,623
酗,86
酚,45
酝,42
酢,12
酥,25
酩,10
酪,136
酬,1675
酮,91
酯,22
酰,11
酱,155
酵,41
酶,31
酷,3591
酸,711
酿,76
醇,100
醉,1077
醋,65
醒,1869
醚,199
醜,220
醫,308
醬,13
醴,21
醸,20
醺,12
采,27642
釈,570
释,4901
釋,131
里,36636
重,62608
野,3736
量,17026
金,42949
釘,78
釜,57
針,263
釣,324
鈍,133
鈴,60
鉄,575
鉛,80
鉢,33
鉤,11
鉱,135
鉴,3149
銀,1029
銃,2692
銅,82
銘,152
銭,94
銷,19
鋪,10
鋭,156
鋳,14
鋼,144
錄,108
錆,27
錠,308
錢,321
錦,24
錨,10
錬,24
錯,515
録,1713
鍋,56
鍔,20
鍛,119
鍵,1023
鎌,10
鎖,625
鎘,17
鎧,46
鎮,290
鏈,20
鏡,394
鐘,153
鐵,83
鑑,222
鑒,16
鑰,32
鑽,30
鑿,13
针,5541
钉,125
钓,126
钚,62
钛,16
钝,46
钞,87
钟,1803
钠,13
钡,19
钢,271
钥,371
钦,144
钩,374
钮,128
钱,5150
钳,18
钴,51
钵,13
钻,967
钾,22
铀,240
铁,907
铂,10
铃,173
铅,159
铆,17
铎,26
铐,83
铛,17
铜,129
铝,39
铬,21
铭,848
铲,265
银,5580
铸,58
铺,297
链,625
销,3678
锁,1008
锂,18
锄,10
锅,101
锆,12
锈,39
锋,145
锌,36
锐,134
错,5789
锚,19
锡,220
锢,10
锣,17
锤,42
锥,74
锦,77
键,3751
锯,62
锰,40
锻,68
镀,14
镇,1390
镉,14
镍,58
镑,252
镖,40
镜,540
镣,10
镯,21
镰,16
镶,15
長,6816
长,46390
門,1317
閃,85
閉,1764
開,6275
閑,27
閒,16
間,24243
関,6880
閣,387
閥,50
閱,10
閲,45
闆,16
闇,561
闊,22
闖,15
闘,966
關,466
闡,37
门,19914
闪,310
闭,2482
问,70506
闯,174
闰,10
闲,316
间,47931
闷,96
闸,38
闹,325
闺,29
闻,4332
闽,28
阀,92
阁,2059
阂,14
阅,1020
阈,21
阉,20
阐,1526
阑,19
阔,171
队,13440
阪,89
阮,17
阱,105
防,15953
阳,959
阴,617
阵,1074
阶,4387
阻,3011
阿,23703
陀,411
附,13003
际,61772
陆,2768
陈,1239
陋,96
陌,179
降,7244
限,15169
陛,853
陡,20
院,14903
陣,153
除,22096
陥,357
陨,22
险,8868
陪,1168
陰,565
陳,81
陵,89
陶,916
陷,1413
陸,725
険,2430
陽,769
隅,116
隆,2949
隈,17
隊,2509
階,1428
随,5709
隐,912
隔,1624
隕,32
隘,90
隙,126
際,1787
障,7217
隠,2828
隣,531
隧,103
隨,153
險,94
隱,90
隶,491
隷,420
隸,16
隻,191
隼,12
难,16065
雀,106
雁,24
雄,1287
雅,1156
集,16417
雇,4046
雌,223
雏,29
雑,709
雕,152
雖,89
雙,72
雜,57
雞,62
離,4004
難,3385
雨,1898
雪,962
雯,13
雰,73
雲,303
雳,13
零,1233
雷,6828
雹,21
電,6964
雾,159
需,30756
霆,13
震,1207
霉,115
霊,643
霍,761
霜,99
霞,53
霧,90
露,1827
霸,160
霹,21
